lat,lon,d_tx30_pend_decada,d_tx30_salto_21_25,d_tx32_pend_decada,d_tx32_salto_21_25,tx_p99_pend_decada,tx_p99_salto_21_25,tx_verano_pend_decada,tx_verano_salto_21_25,noches_trop_pend_decada,noches_trop_salto_21_25,at_p99_pend_decada,at_p99_salto_21_25
43.1,-8.1,1.499999999999857,0.9000000000000004,1.3214285714285625,1.2000000000000002,1.3430219377789452,0.8970329284667962,1.2494376727512506,0.8431297302246108,0.2857142857142881,0.4,1.858368715274713,1.4131844292550575
43.1,-8.0,2.39285714285704,1.1999999999999997,1.5714285714285499,1.4,1.329423155103332,0.9571323394775391,1.2871409143719923,0.8577064514160178,0.14285714285714404,0.2,1.855977883392737,1.3860793810332162
43.1,-7.9,3.1428571428570033,1.7000000000000002,1.5714285714285499,1.4,1.4694766998290274,1.1044118881225593,1.3927942684718186,0.9431293487548835,0.14285714285714404,0.2,2.1228334794240666,1.628376805450376
43.1,-7.8,2.9285714285712583,1.9,1.642857142857121,1.3,1.592382294791005,1.2101825714111314,1.4232561247689004,0.986848068237304,0.14285714285714404,0.2,2.3111179769052983,1.8063898001152374
43.1,-7.7,2.964285714285555,2.1999999999999997,1.6785714285713846,1.2000000000000002,1.6552886281693873,1.222690010070803,1.3892250742230792,0.9771062850952141,0.14285714285714404,0.2,2.293951683743025,1.7589708267395139
43.1,-7.6,2.3928571428570335,1.7999999999999998,2.392857142857075,1.7999999999999998,1.6112278529575144,1.191679763793946,1.3198161806378716,0.931434059143065,0.14285714285714404,0.2,2.1796711714588444,1.572768581799334
43.1,-7.5,2.7499999999998876,2.3999999999999995,2.1071428571427804,1.6999999999999997,1.4191831861222801,1.019735717773436,1.2618704523358715,0.8917072296142585,0.14285714285714404,0.2,2.0407398069420974,1.4337372619080249
43.1,-7.4,2.035714285714213,1.3999999999999995,1.8571428571427875,1.6,1.5214222499301728,1.0908466339111307,1.3415534836905028,0.9582662582397461,0.14285714285714404,0.2,2.1596810639863113,1.5663532207813802
43.1,-7.3,2.2857142857141772,1.8000000000000003,1.7499999999999516,1.3,1.6155832154409457,1.2017509460449212,1.38250221524916,0.986778831481935,0.14285714285714404,0.2,2.264659622991858,1.787026967384758
43.1,-7.2,2.6071428571427613,2.0,1.7499999999999516,1.3,1.7670515605380737,1.3771965026855462,1.4458861351012808,1.0458665847778335,0.14285714285714404,0.2,2.4330602949184934,2.038276916891416
43.1,-7.1,1.8571428571427693,1.5000000000000004,2.1428571428570615,1.7999999999999998,1.6053357805523694,1.229299926757811,1.34800543103896,0.9670633316040025,0.14285714285714404,0.2,2.34520977848674,1.9631025025265423
43.1,-7.0,3.5357142857141293,2.6999999999999997,2.3214285714284824,2.3000000000000003,1.5007470675876367,1.172762298583983,1.3042755808148765,0.9393753051757798,0.6428571428571179,0.6,2.3315660047936895,1.9954945174310694
43.1,-6.9,3.892857142856967,3.2,2.4999999999998943,2.4000000000000004,1.578612123216816,1.2728067398071303,1.3333142144339096,0.9647539138793952,0.8928571428571057,0.8,2.361850881082633,2.0761893353405156
43.0,-9.2,0.0,0.0,0.0,0.0,0.9858136858258483,1.061407279968261,1.1315661839076185,0.9014411926269545,0.6785714285714186,0.7000000000000001,0.8149850305434911,1.006414175448647
43.0,-9.1,0.4642857142857183,0.6,0.0,0.0,0.8610274451119054,0.8013732910156257,1.1939725875854155,0.9039989471435561,0.9285714285714057,0.9,1.0617832651554282,0.8970842439815172
43.0,-9.0,0.535714285714262,0.9000000000000001,0.2857142857142881,0.4,0.7005964687891876,0.5314468383789048,1.102151462009943,0.7797262191772454,0.6785714285714186,0.7000000000000001,0.87920721815598,0.5254398043528852
43.0,-8.9,0.6785714285714011,0.7,0.6071428571428625,0.8,0.6742400441850489,0.46314792633056356,1.0875263895306897,0.7525518417358406,0.6785714285714186,0.7000000000000001,0.8796850958126723,0.449686203640038
43.0,-8.8,0.24999999999997513,0.0,0.7500000000000036,0.8999999999999999,0.7825322832379586,0.5063306808471673,1.1349109240940283,0.798758888244631,0.4642857142857176,0.5,0.9999564532786588,0.5587496265453282
43.0,-8.7,-0.2500000000000638,-0.3999999999999999,0.535714285714262,0.9000000000000001,0.8103701727730445,0.522253227233886,1.15514114924836,0.8247850418090792,0.4642857142857176,0.5,0.9552240707185038,0.5310696673126181
